type,name,description,quality,domain_specificity,domain,origin_instance_id,parent_content_hash,scope
role_component,check-composition-cache-before-fresh-selection,"Before selecting new primitives for a task, check the composition cache for agents that previously scored well on tasks with similar descriptions; if a cached agent scored above 80 on a similar task, reuse that composition instead of composing from scratch",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,match-task-to-prior-agent-by-description-similarity,"When a task description closely matches a previously assigned task, retrieve the prior task's agent composition and reuse it rather than running fresh primitive selection; similarity threshold for reuse: cosine similarity above 0.85 between task descriptions",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,preserve-agent-identity-across-sessions,"When a task is part of an ongoing project or recurring workflow, identify whether a prior agent composition exists for this project and reuse it to maintain continuity of role, trade-offs, and evaluation history across sessions",100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,return-composition-with-reuse-metadata,"Return the agent composition with reuse metadata: whether this is a fresh composition or a reuse of a prior agent, the prior task ID if reused, the prior score if available, and the similarity score between the current and prior task descriptions",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,prefer-proven-composition-over-novel,When a cached agent composition scored above 80 on a similar task and a fresh composition would select different primitives: prefer the proven composition. Novel composition is only better when the task description diverges significantly (cosine similarity below 0.70) from any previously evaluated task.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,reuse-threshold-over-composition-novelty,When forced to choose between reusing a high-scoring agent for a slightly different task and composing a new agent that might be marginally better-fitted: reuse. The performance data from prior evaluations is more reliable than the predicted fit of an untested composition.,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,extract-comparison-tables-from-unstructured-input,"Extract structured comparison tables from unstructured verbal or written input, with dimensions as rows and options as columns",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,identify-gaps-from-structured-comparison,Identify information gaps that become visible only after unstructured content has been structured into comparison tables or matrices,100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,update-structured-document-incrementally,"Update structured documents (tables, matrices, gap lists) with new information without disrupting existing structure; add rows, columns, or sections as needed",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,cluster-unstructured-content-by-theme,Cluster unstructured content into internally coherent thematic groups before structuring into tables or outlines,100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,maintain-two-layer-continuity-record,"Maintain continuity records with two layers: an evolving synthesis (updated each session, reflecting current state) and compact timestamped session summaries (appended, never modified)",100,15,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,comparison-matrix-with-gap-annotations,"Return a comparison matrix with: options as columns, evaluation dimensions as rows, trade-offs visible per cell, and a separate gap list identifying information the target audience (funder, reviewer, stakeholder) would want to see, with current status per gap",100,25,"strategy,management",00000000-0000-7000-8000-000000000001,,task
desired_outcome,two-layer-continuity-file,"Return a continuity file containing: evolving synthesis (current state, key decisions with rationale, open questions, working patterns, unresolved tensions — updated in place each session) and session summaries (10-15 lines each, timestamped, append-only). Flag for human review before compressing the synthesis section.",100,15,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,preserve-raw-alongside-structured,When structuring unstructured input into tables or outlines: preserve the raw input in a separate section of the same document. The structured version is an interpretation; the raw version is the authoritative source for re-interpretation.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,flag-before-compressing-continuity,When a continuity file's evolving synthesis approaches its size cap: flag for human review before compressing or truncating. The human decides whether to extend the cap or compress.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,loose-coupling-for-overlapping-programmes,When related programmes serve overlapping but distinct audiences: keep them loosely coupled. Tight coupling constrains both programmes and prevents each from serving candidates the other would exclude.,100,35,"strategy,management",00000000-0000-7000-8000-000000000001,,task
role_component,specify-completion-criteria-per-task,"Specify inputs, outputs, and a clear definition of done for each task; estimate complexity as low/medium/high rather than time",100,25,"software,management",00000000-0000-7000-8000-000000000001,,task
role_component,specify-output-tuple-format,"Specify the exact tuple or field structure for every output item — name, type, and example value for each field — before writing any output",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,name-outcomes-by-source-criteria-analogy,Identify evaluation criteria in the source document and name at least one desired outcome per criterion by direct analogy to the source language,100,20,,00000000-0000-7000-8000-000000000001,,task
role_component,scan-for-structural-anti-patterns,"Scan each output item for structural anti-patterns — embedded rationale, subjective fields, ambiguous scope, missing output type — before finalising",100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,audit-task-type-coverage,"Before concluding, enumerate all task types or categories present in the source document and verify at least one output item exists for each type",100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,surface-implied-tasks,Identify tasks logically required by the source document but not explicitly named; include them in output even if unlabelled in the source,100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,assign-severity-to-all-findings,Assign a severity level (critical / high / medium / low) to every issue or gap identified and output a ranked list ordered from highest to lowest severity,100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,score-domain-specificity-per-item,"For each item produced, score how much of its definition depends on domain-specific vocabulary or knowledge (0-100) and flag items scoring above 60 for cross-domain review",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,structured-issue-record-with-severity,"Return a markdown table grouped by severity, where each row contains: issue ID, severity level, affected component, problem description, plain-language restatement, and recommended fix",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,named-outcomes-per-evaluation-criterion,Return at least one named specific outcome for each evaluation criterion present in the source document — named by analogy to the criterion's own language,100,15,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,typed-output-tuple-per-item,"Return for every item a tuple specifying: item name, output type (ranked-list, score, boolean, record), and one concrete example value",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,task-type-coverage-manifest,"Return an explicit list of all task types or categories found in the source document, with a coverage flag (covered / gap) for each",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,anti-pattern-log-with-remediation,"Return a dedicated section listing every anti-pattern detected — with affected item name, anti-pattern type, and one-sentence remediation for each",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,numeric-quality-score-per-item,"Return a 1-5 numeric quality score for each item produced, with one sentence justifying the score against a stated criterion",100,10,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,completeness-over-precision-when-scoping,When forced to choose between covering all task types shallowly and covering fewer types with precise output specification: cover all types at minimum viable precision. A typed placeholder beats a missing item.,100,10,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,source-analogy-over-inference-for-outcomes,When forced to choose between naming outcomes by direct analogy to the source document's criteria language and inferring outcomes from task context: prefer direct analogy. Source language produces more verifiable outcome names.,100,15,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,severity-ranked-list-over-narrative,When forced to choose between producing a severity-ranked structured list of findings and a narrative description of the same findings: produce the ranked list. It enables incremental improvement and programmatic filtering.,100,10,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,anti-pattern-breadth-over-depth,When forced to choose between detecting a wider set of anti-pattern types shallowly and analysing fewer types in depth: prioritise breadth. Undetected anti-patterns are invisible; depth on a subset still leaves the rest unscanned.,100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,compute-alpha-score-per-stock,"Compute a scalar expected-return estimate with calibrated confidence bounds for each stock in the universe, returning both score and confidence as required output fields",100,91,trading,00000000-0000-7000-8000-000000000001,,task
role_component,estimate-factor-exposures,Estimate each stock's loadings on factors in the configured risk model,100,82,trading,00000000-0000-7000-8000-000000000001,,task
role_component,estimate-return-covariance,Estimate the return covariance structure using the configured estimation method,100,80,trading,00000000-0000-7000-8000-000000000001,,task
role_component,assess-auction-liquidity,"Score each name's expected auction quality: projected volume, participation rate, spread, and impact cost per unit",100,88,trading,00000000-0000-7000-8000-000000000001,,task
role_component,assess-borrow-feasibility,"Assess short-leg feasibility: borrow availability, annualised fee, and recall risk per name",100,90,trading,00000000-0000-7000-8000-000000000001,,task
role_component,flag-corporate-events,"Flag names with upcoming corporate or index events; classify each as impact_category in {high, medium, low, unknown}",100,78,trading,00000000-0000-7000-8000-000000000001,,task
role_component,detect-market-regime,"Estimate current market regime as probability vector over {high_vol,low_vol} x {trending,mean_reverting} x {risk_on,risk_off}",100,84,trading,00000000-0000-7000-8000-000000000001,,task
role_component,estimate-signal-decay-halflife,Estimate per-signal alpha half-life from historical signal-return relationships at multiple horizons,100,86,trading,00000000-0000-7000-8000-000000000001,,task
role_component,solve-portfolio-optimisation,"Solve constrained mean-variance optimisation given alpha vector, covariance model, factor exposures, and active constraints; output target weight vector",100,88,trading,00000000-0000-7000-8000-000000000001,,task
role_component,blend-alpha-signals,Combine multiple alpha-scorer outputs into a single expected-return vector using configured blend weights,100,82,trading,00000000-0000-7000-8000-000000000001,,task
role_component,filter-tradeable-universe,"Apply size, liquidity, borrow, and event filters to raw stock list; output tradeable universe",100,80,trading,00000000-0000-7000-8000-000000000001,,task
role_component,route-trades-to-auctions,"Assign each trade to open auction, close auction, or split; signal decay takes priority over liquidity when they conflict",100,92,trading,00000000-0000-7000-8000-000000000001,,task
role_component,estimate-transaction-costs,"Estimate total round-trip cost per trade as sum of market impact, commission, and borrow drag",100,84,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,target-portfolio-weight-vector,"Target weight vector satisfying: net_exposure_band, beta_neutrality_band, active factor neutrality constraints, concentration limits, borrowability, and impact cost threshold",100,90,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,auction-trade-list,Share-count diff between current holdings and target weights; turnover within max_daily_turnover; aggregated expected impact within budget,100,88,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,auction-routing-decision,Per-name discrete routing decision: open / close / split. Signal decay takes priority over auction liquidity when they conflict,100,92,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,stat-arb-pair-basket,Pairs/baskets for stat-arb: Engle-Granger cointegration p<=0.05 over configured lookback; mean-reverting spread at target holding period; both legs borrowable and liquid,100,90,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,signal-performance-attribution,"EVALUATE: annualised alpha, information ratio, hit rate, and alpha decay curve per signal source",100,85,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,risk-discipline-report,"REVIEW: realised vs configured for net exposure, beta, factor exposures, max drawdown vs tail_risk_budget, concentration violations",100,84,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,execution-quality-report,"EVALUATE: realised market impact vs model prediction, auction participation rate, fill rate, slippage between intended and realised portfolio",100,90,trading,00000000-0000-7000-8000-000000000001,,task
desired_outcome,turnover-efficiency-report,"ANALYSE: alpha per unit turnover, alpha per unit gross exposure, borrow cost drag as fraction of gross alpha",100,86,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,risk-aversion-return-vs-variance,When forced to choose between higher expected return and lower portfolio variance: weight variance reduction by configured lambda. Higher lambda favours variance reduction over return capture.,100,80,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,factor-neutrality-alpha-vs-hedging,When forced to choose between preserving alpha from factor tilts and eliminating unintended factor bets: neutralise only factors in the configured set and accept residual alpha loss on neutralised factors.,100,84,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,factor-tightness-precision-vs-latitude,When forced to choose between tight factor neutralisation and leaving the optimiser latitude for better risk-adjusted weights: tighten to the configured per-factor tolerance and accept the resulting constraint on position space.,100,82,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,turnover-alpha-speed-vs-cost,When forced to choose between faster alpha capture and lower transaction costs: cap daily two-way turnover at the configured fraction and defer residual trades to the next rebalance.,100,80,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,borrow-ceiling-universe-vs-cost,When forced to choose between a richer short universe and lower borrow cost drag: exclude any name whose annualised borrow fee exceeds the configured ceiling.,100,85,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,signal-blend-concentration-vs-diversification,When forced to choose between concentrating risk in the highest-conviction signal and diversifying across signals: weight by the configured simplex vector and do not override based on in-sample performance.,100,80,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,holding-period-freshness-vs-cost,When forced to choose between pursuing fresh short-horizon signals and avoiding cost drag from high turnover: size positions and set turnover limits consistent with the configured holding period.,100,78,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,event-exclusion-safety-vs-opportunity,When forced to choose between avoiding event-driven risk and preserving alpha opportunity near known events: exclude names from new positions for the configured number of days before the event.,100,76,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,regime-conditional-performance-vs-robustness,When forced to choose between regime-specific signal weighting and regime-agnostic weighting: apply regime-conditional weights only when dominant regime probability exceeds a configured confidence threshold.,100,85,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,signal-boundary-manual-vs-optimiser,When forced to choose between imposing explicit manual blend weights upstream and letting the optimiser determine effective signal weights: apply signal_blend_weights before the optimiser runs.,100,82,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,pareto-exploration-vs-stability,When forced to choose between exploring the full constraint parameter space and maintaining a stable operational configuration: hold all but one parameter fixed per evaluation cycle.,100,78,trading,00000000-0000-7000-8000-000000000001,,task
role_component,specify-factor-model,"Enumerate the factor set for which return loadings will be estimated, producing a structured factor model specification that governs both estimation scope and unhedged exposure monitoring",100,96,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,covariance-method-accuracy-vs-stability,When forced to choose between a full sample covariance matrix and a factor-model-based approximation: select factor-model-based when universe size exceeds 150 or when the matrix will be inverted for portfolio optimisation. Use full sample only for small universes where estimation error is low.,100,91,trading,00000000-0000-7000-8000-000000000001,,task
trade_off_config,strategy-family-breadth-vs-cost,When forced to choose between running all available strategy families and a regime-filtered subset: activate only families consistent with the current market regime and within the allocated compute and cost budget. Do not run anti-correlated families simultaneously.,100,93,trading,00000000-0000-7000-8000-000000000001,,task
role_component,flag-misplaced-content-for-relocation,"Treat content found in the wrong location as a rehoming problem, not a deletion problem; flag it for relocation rather than removing it",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,rehome-every-displaced-item,"For each item removed or displaced during restructuring, identify the correct destination and place it there before concluding the restructuring task",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,rehome-before-delete,When content is in the wrong place and must be moved: find the right place and put it there before removing it from the wrong place. Deletion without rehoming loses information that was captured for a reason.,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,sequence-review-personas-then-synthesise,"Run multiple reviewer personas sequentially on the same document, each reviewing the version revised after the previous persona's feedback, then synthesise agreements and disagreements across all personas' findings",100,30,"writing,strategy,management",00000000-0000-7000-8000-000000000001,,task
role_component,embed-principles-at-point-of-use,"Embed abstract design principles inline at the exact moment the specific choice they justify is presented, so the reader agrees with the principle before encountering the particular it generates — not collected in a separate list",100,40,"writing,strategy,consulting",00000000-0000-7000-8000-000000000001,,task
role_component,plan-include-order-exclude-before-drafting,"Before drafting a persuasive document, produce three lists: (1) points that must be included with rationale for each, (2) narrative progression with transition logic between sections, (3) items explicitly excluded with rationale — to prevent scope creep and maintain focus",100,35,"writing,consulting,strategy",00000000-0000-7000-8000-000000000001,,task
trade_off_config,compress-by-reader-priors,"When compressing a document for a specific reader: cut depth on points the reader already agrees with (confirm shared ground briefly) and expand on points that are new or where the reader's position must shift. Compression is relative to the reader's existing beliefs, not to objective importance.",100,30,"writing,consulting,strategy",00000000-0000-7000-8000-000000000001,,task
role_component,frame-proposal-as-refinement-of-readers-idea,"When proposing an alternative to the reader's existing idea: frame it as a refinement that preserves the reader's best instinct, not a replacement. Show what stays the same before showing what changes. The reader must feel their idea is being improved, not rejected.",100,40,"writing,consulting,strategy",00000000-0000-7000-8000-000000000001,,task
role_component,make-comparison-implicit-through-numbers,When a competing alternative exists: present your proposal's numbers so the comparison is self-evident without naming or attacking the competitor. Let the reader do the maths. Direct comparison risks defensiveness; implicit comparison through superior numbers lets the reader reach the conclusion independently.,100,45,"writing,consulting,strategy",00000000-0000-7000-8000-000000000001,,task
role_component,extract-principles-as-persuasion-architecture,"Extract abstract design principles from empirical design choices, then use those principles to frame a specific option as the inevitable conclusion — the option that satisfies all stated principles while alternatives violate one or more",100,40,"writing,consulting,strategy",00000000-0000-7000-8000-000000000001,,task
role_component,define-ambiguous-terms-in-context,"When two related terms serve distinct functions in a document, define each explicitly at first use and reinforce meaning through contextual clarification rather than relying on global find-and-replace or assuming the reader tracks the distinction",100,15,writing,00000000-0000-7000-8000-000000000001,,task
role_component,identify-evaluation-dimensions-from-task,"Analyse a task description and identify the distinct dimensions on which output quality should be evaluated, returning each dimension with a name, definition, and importance weight",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,generate-scoring-rubric-from-dimensions,"For each evaluation dimension, define 3-5 discrete scoring levels with concrete behavioural anchors describing what output at each level looks like",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,validate-rubric-discriminability,Test a rubric against known-good and known-bad examples to verify it produces different scores; flag dimensions where scores collapse to the same level,100,5,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,rubric-with-anchored-levels,"Return a rubric containing: task description, evaluation dimensions (each with name, definition, weight), and for each dimension 3-5 scoring levels with concrete behavioural anchors. Include a discrimination note per dimension explaining what distinguishes adjacent levels.",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,design-composition-as-controlled-variant,"When composing an agent to test against a baseline, identify which primitives differ between the two compositions and document each difference as a testable hypothesis about its effect on output quality",100,5,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,paired-composition-record,"Return a paired composition record containing: baseline agent description (source, primitives used or prompt text, any prior scores), variant agent description (same fields), and a diff section listing each primitive or prompt element present in one but not the other, with the hypothesis for each difference",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,enforce-identical-task-framing,"When running two agents on the same task for comparison, verify that both receive identical task descriptions, input materials, and constraints before execution; flag any asymmetry",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,collect-and-label-outputs-for-comparison,"Collect outputs from each agent in a comparison run, label each with agent identifier, timestamp, task ID, and the composition used; store in a format that preserves the full output alongside metadata",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,score-outputs-per-rubric-dimension,"Score each agent's output on every rubric dimension using the rubric's defined levels; return the score, the level name, and a one-sentence justification citing specific output content",100,5,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,dimension-scored-comparison-report,"Return a comparison report containing: for each rubric dimension, both agents' scores with level names and justifications, the per-dimension winner, and an aggregate summary with total scores, overall winner, and margin of victory",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,attribute-performance-gap-to-composition,"For each dimension where one agent scored higher, trace the gap to a specific primitive, prompt element, or structural difference in the composition; distinguish compositional causes from execution variance",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,require-multiple-runs-before-attributing-gap,When a performance gap could be due to execution variance rather than composition: require at least two runs showing the same directional gap before attributing it to a compositional cause. A single run is insufficient evidence for composition change.,100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,translate-gap-into-candidate-primitive,"For each attributed performance gap, draft a candidate primitive that would close it: select the type (role_component / desired_outcome / trade_off_config), write the description using the structural test, and specify which rubric dimension it targets",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,deduplicate-candidate-against-existing-primitives,"Before accepting a candidate primitive, search the existing primitive set for semantic overlap; if an existing primitive covers 80% or more of the candidate's intent, propose modifying the existing primitive rather than adding a new one",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,generate-primitive-only-for-persistent-gaps,When a gap appears in a single comparison run: note it but do not generate a primitive. Generate primitives only for gaps that persist across two or more comparison runs on different task instances. Premature primitive generation creates noise in the primitive set.,100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,track-scores-across-iterations,"Maintain a score history recording each iteration's per-dimension scores, aggregate score, composition used, and the primitives added or changed since the previous iteration",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,stop-iteration-on-human-decision,When iterating comparative evaluations: continue until the human explicitly decides to stop. Present the current score delta and iteration history at each pause point to support the decision.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,pause-iteration-above-improvement-threshold,"When iterating comparative evaluations with a configured improvement threshold: if the score delta between iterations falls below the threshold, continue automatically; if it exceeds the threshold, pause and present findings to the human before proceeding.",100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,iteration-history-with-deltas,"Return an iteration history containing: for each iteration, the iteration number, composition used (with diff from previous), per-dimension scores, aggregate score, delta from previous iteration, and the primitive(s) added or changed. End with a convergence summary: total improvement from baseline, iterations to reach current state, and whether the improvement trend is increasing, stable, or diminishing.",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,identify-write-up-audience-and-adapt,"Before producing a write-up of evaluation results, identify the target audience (technical, investor, funder, internal, academic) and adapt: level of detail, terminology, which metrics to foreground, and what context to include vs assume known",100,5,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,comparative-evaluation-write-up,"Return a write-up containing: task description, methodology (agents compared, rubric used, number of runs), results summary (winner, margin, per-dimension breakdown), key findings (what drove the difference), primitives generated (if any), and next steps (what to test next or what to change). Adapt depth and framing to the stated audience.",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,compose-before-dispatching,"When forced to choose between dispatching a subagent directly and composing it through Agency first: always compose through Agency. Agency-composed agents measurably outperform uncomposed ones (55/60 vs 26/60 on 12-dimension evaluation). The composition step adds minutes; the quality gain is categorical, not marginal.",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,back-test-criteria-against-existing-portfolio,"Apply selection criteria to the existing portfolio to check for three failure modes: omissions (criteria too narrow, excluding things that should qualify), overfitting (criteria lack discriminating power, including things that should not qualify), and misalignment (criteria select for different things than intended)",100,35,"strategy,management",00000000-0000-7000-8000-000000000001,,task
role_component,classify-entity-alignment-on-shared-framework,"Compare where interdependent entities place themselves on a shared analytical framework; classify as: aligned (same position — proceed), adjacent (one-axis disagreement — resolve through dialogue about the differing axis), or diagonal (both-axis disagreement — requires empirical investigation or structural intervention)",100,40,"strategy,management",00000000-0000-7000-8000-000000000001,,task
role_component,evaluate-investments-as-joint-pairings,"Evaluate resource investments as pairings of complementary components rather than evaluating each component independently, when value emerges from the combination; the unit of analysis is the pairing or the portfolio of pairings, not the individual component",100,35,"strategy,management",00000000-0000-7000-8000-000000000001,,task
role_component,force-rank-ordering-to-surface-disagreements,Force participants or evaluators to rank-order competing criteria with no ties allowed; compare rank orderings across participants to identify where orderings diverge — divergence points are where genuine strategic disagreements live,100,25,"strategy,management",00000000-0000-7000-8000-000000000001,,task
trade_off_config,pairing-level-over-component-level,"When evaluating resource investments where value emerges from combinations: assess at the pairing or portfolio level, not at the individual component level. Component-level optimisation produces systematically suboptimal composites when value is combinatorial.",100,35,"strategy,management",00000000-0000-7000-8000-000000000001,,task
role_component,introduce-framework-as-teaser-then-expand,"Introduce a framework lightly in a live session to demonstrate its usefulness, then deliver the full analytical expansion with stakeholder-specific implications in the post-session written output",100,45,"strategy,consulting",00000000-0000-7000-8000-000000000001,,task
role_component,ground-claims-with-client-specific-evidence,"Pair each abstract claim about why a process or framework matters with specific evidence drawn from prior work with the same client; use only real evidence, never fabricated examples",100,40,"strategy,consulting",00000000-0000-7000-8000-000000000001,,task
trade_off_config,sequence-sharpening-before-disagreement-before-mapping,"When designing a workshop that refines criteria, surfaces disagreements, and produces strategic mapping: sharpen criteria first (stress-test, back-test), then surface disagreements on sharpened criteria, then map strategically using tested criteria. Running any phase before its predecessor wastes effort on unrefined inputs.",100,40,"strategy,consulting,management",00000000-0000-7000-8000-000000000001,,task
trade_off_config,adapt-evaluation-method-to-quadrant-type,When evaluating paired investments across different quadrants of a shared framework: match the evaluation method to the quadrant's structural properties. Selection methods (choose which pairings to lock in) for quadrants with visible individual couplings; composition methods (assemble bundles) for quadrants where value emerges only at the portfolio level. Applying the wrong method to the wrong quadrant produces systematically wrong decisions.,100,40,"strategy,management",00000000-0000-7000-8000-000000000001,,task
desired_outcome,entity-vs-alternative-comparison,"When evaluating whether to adopt a bundled option vs assembling equivalent capability from parts, produce a comparison with columns: option name, total cost, deliverables, risk level, failure-mode narrative. Include at least one unbundled alternative alongside the primary option.",100,15,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,cost-of-failure-reframe,"When the cheaper alternative to adopting an entity carries high risk of producing the wrong outcome: reframe the price premium as insurance against a larger expected loss, not as excess cost",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,core-function-not-overhead,"When a process appears expensive because it consumes significant resources and that process is the mechanism by which the system produces its intended outcome: frame it as core function, not overhead, and resist pressure to reduce it",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,value-framing-over-price-transparency,When forced to choose between leading with price transparency and leading with value framing: lead with value framing. The evaluator should understand what they get and what they lose before encountering cost.,100,15,strategy,00000000-0000-7000-8000-000000000001,,task
role_component,present-value-analysis-before-price,"Present value analysis (what the option produces, what alternatives cost, what failure looks like) before presenting the price",100,15,strategy,00000000-0000-7000-8000-000000000001,,task
role_component,separate-mechanism-from-context,"Distinguish load-bearing elements (causal logic, structural relationships) from contextual decoration (specific domain, entities, examples) in domain-specific patterns",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,generalise-by-noun-replacement,Replace domain-specific nouns in a pattern with generic terms while preserving the verb structure and causal logic,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,test-cross-domain-portability,Validate a generalised pattern by checking that a reader from an unrelated domain can apply it to their own problem without additional context,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,test-back-substitution-recovery,Validate a generalised pattern by re-substituting the original domain-specific terms and checking that it recovers the source insight,100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,primitives-that-travel,"Return generalised primitives that pass a dual test: (a) someone in an unrelated domain can read it and immediately see how it applies to their problem, (b) it still produces the same quality of output in the original domain",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,preserve-boundary-conditions,"When generalising a pattern, retain all qualifying conditions, applicability limits, and failure-mode triggers from the source",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,fidelity-over-simplicity,"When forced to choose between structural fidelity (preserving causal logic and boundary conditions) and surface simplicity (fewer words, cleaner formulation): preserve fidelity, then simplify language within that constraint. Never simplify by removing a qualifying condition.",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,bounded-over-unbounded,When forced to choose between a clean unbounded generalisation and a messier bounded one that carries applicability limits: keep the bounds. An unbounded generalisation will be over-applied and produce false positives in domains where the boundary conditions do not hold.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,abstraction-vs-actionability,When choosing abstraction level: reject formulations where verbs are too generic to constrain action or nouns are too specific to one context. The correct level has concrete operative verbs and nouns instantiable across multiple domains.,100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,generalised-pattern-spec,"Output must include: (1) the generalised pattern statement with verb structure and causal logic intact, (2) boundary conditions and applicability limits from the source, (3) abstraction level tag (mechanistic | procedural | heuristic), (4) a cross-domain application example demonstrating portability.",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,instruction-not-documentation,"An agent doing this task will include only the actionable directive, never rationale, formulas, or procedural elaboration.",100,16,,00000000-0000-7000-8000-000000000001,,task
role_component,split-not-compress,An agent doing this task will split any instruction that addresses two concerns into two instructions rather than compressing it to fit.,100,13,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,no-semantic-duplicates,The output must include no two instructions whose removal of either would leave the remaining set's behavioural coverage unchanged.,100,23,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,coverage-gap-over-overlap,When forced to choose between emitting a candidate that partially overlaps an existing instruction and leaving a coverage gap: the agent should leave the gap.,100,21,,00000000-0000-7000-8000-000000000001,,task
role_component,assign-type-by-structural-test,"An agent doing this task will assign a type to each structured instruction by running the type's structural test against it, not by intuition about what the instruction does.",100,40,,00000000-0000-7000-8000-000000000001,,task
